latitude,longitude,altitude_m,bearing_deg
13.064161558375973,80.1699829610678,15,269.1224674947169
13.064147785437775,80.16905998795643,15,255.24406365108712
13.063921865913189,80.16817946278887,15,232.24273171472015
13.063371732557732,80.1674502722293,16,228.52170213378312
13.062776199644986,80.16675873693453,16,226.7023185909403
13.062159913014119,80.16608732485155,16,226.28198892437396
13.061541471548608,80.16542339356185,15,251.4926274998029
13.061257588883809,80.16455280164858,16,269.5964345074534
13.061251255678537,80.16363002560213,16,270.3124404561612
13.061256158012846,80.16270685379388,14,270.901992271783
13.061270313572773,80.16178376228075,13,271.4936098891237
13.061293753102648,80.1608608724447,16,273.51753049482204
13.061348907327977,80.15993975720524,18,277.0802896384355
13.061459742476089,80.15902370388511,20,275.5860350991119
13.061547169853693,80.1581060489283,17,255.9504557978764
13.061332005341292,80.1572234101949,17,241.83211873556164
13.060907477850543,80.15640955108434,16,247.04173119212015
13.060558080907677,80.15556285443651,16,266.55869192251987
13.060504392352863,80.15464636541306,17,280.0077736995876
13.060660647602711,80.15373737709672,17,280.9427876199906
13.06083129167294,80.15283133837096,16,291.59775869181124
13.061161113541013,80.15197607855814,20,297.6544719966149
13.061578440702672,80.15115849524805,16,293.64782630637694
13.061937312008595,80.15031716529657,17,272.8927615965941
13.061982527279692,80.14939856566505,17,268.2656734564308
13.06195530759979,80.14847578017879,17,268.26567364709973
13.061928087921386,80.14755299474332,16,265.6200639956763
13.06185944831934,80.14663306046974,16,263.12533143408723
13.061751805519641,80.145716539104,15,262.8853551352438
13.061640419173091,80.14480044717274,16,263.4583864092781
13.061537969034939,80.1438833092869,19,265.55773927160044
13.061468310975808,80.14296287609781,15,265.4318475441115
13.061396683119414,80.14204260390352,14,265.74665228762
13.06132998194322,80.14112194345367,14,266.3786834869015
13.061273181721017,80.14020064905336,17,267.2175907034026
13.061229524213436,80.13927853169733,20,267.0431919142866
13.061183132921746,80.13835655850673,19,266.3973912701189
13.061126621557706,80.1374351775713,19,264.9407625551624
13.061047350320536,80.13651600577958,18,256.3506724681531
13.060835458664284,80.1356202725615,15,247.8094110342406
13.060496045960436,80.13476608374367,18,245.16422873623048
13.06011831660334,80.13392827275868,17,245.00339728504872
13.059738293959771,80.13309154634466,19,245.479085338936
13.05936506197399,80.13225163499321,20,245.85719450478211
13.058997227530249,80.1314091919408,20,245.85722634634612
13.058629393314561,80.13056674941072,21,245.85725818739104
13.058261559326928,80.12972430740292,18,244.25432474792632
13.057871014305096,80.12889297399359,18,235.6665646440783
13.057364302432585,80.12813140324344,19,230.557414907724
13.056792988241762,80.1274184971352,21,230.17862616651385
13.056217065530644,80.12670944880018,18,230.16156188802472
13.055640936898058,80.12600057794108,17,231.68246442837824
13.055083569567833,80.1252765602446,20,251.40818771933357
13.054798114006116,80.12440543470366,21,256.67133605221375
13.05459078839243,80.12350713150566,18,263.08625623792955
13.054483,80.12259463447779,19,282.4430482444904
13.054676006121461,80.12169671256514,18,289.4953032495451
13.054976134965246,80.12082645707912,22,288.5379530702612
13.05526202647357,80.11995126895714,18,288.0911113503305
13.055541287585704,80.11907373193765,17,288.2053342005679
13.055822255280988,80.11819675801831,20,287.94383306237256
13.056099314380782,80.11731849673858,20,287.0268201086097
13.056362651743864,80.11643577411701,21,286.7112859222483
13.056621192487468,80.11555177036158,23,279.0725787399564
13.056762908142062,80.1146407269662,21,271.10981823697017
13.056780309079619,80.11371856858601,19,267.2934705071736
13.056737841227203,80.112796409505,19,267.5332561192522
13.05669913687034,80.11187416268423,20,270.10221590962095
13.056700739626178,80.110950975321,21,272.5653491874559
13.056740983364417,80.11002887680715,20,273.4835676418107
13.056795617256064,80.10910755031092,21,274.56377528579117
13.056867171029404,80.10818731951191,19,275.96442715891465
13.056960618828219,80.10726912703228,17,275.96442939907604
13.057054066644515,80.10635093438087,23,275.3864287731231
13.057138480727916,80.10543188432447,19,273.06128571493645
13.057186501430863,80.10451010944212,18,272.60462173225034
13.05722736818568,80.10358787228223,20,272.60462216287533
13.05726823494387,80.10266563504622,20,270.6194898815867
13.057277953456067,80.10174280677826,19,263.47834195904215
13.057175882543689,80.10082625959288,22,257.53819655051205
13.056982032898228,80.09992582036834,22,255.8495026413086
13.056762174479221,80.0990306437438,19,257.9494669755126
13.056574439436773,80.09812790356351,21,261.07896342555364
13.05643498920418,80.09721596178035,20,264.11874975033106
13.056342836794261,80.0962976337185,19,263.45887391452015
13.056240428006351,80.095380816731,20,255.9819225036745
13.056023222699398,80.0944877431557,20,247.12937874704994
13.055673780179683,80.0936373331343,23,245.95780489052112
13.055307396860918,80.09279426278424,21,243.7023713997375
13.054909203639673,80.0919671204339,23,233.40527938519523
13.054374984975265,80.09122857033057,22,218.47469484190236
13.053672978522622,80.0906558766988,23,208.11714323593324
13.052880260675721,80.09022106548782,22,205.91547334408997
13.052071374885656,80.08981759832957,22,205.6218424911341
13.051260501535936,80.08941840101059,24,207.8080952143127
13.050465365965703,80.08898791130622,23,212.34100742224336
13.049705671096389,80.08849413918824,23,228.5965173010869
13.049121194370688,80.08781369141049,25,257.9163426522742
13.048933167490045,80.08691212895687,27,263.91325020229374
13.048837812947282,80.08599423010983,29,260.17964059070226
13.04868451514861,80.08508514209674,30,253.74671071817812
13.048432968209735,80.08419944408618,27,250.27425919914202
13.048129486472423,80.0833306225378,24,249.29624170526378
13.047811543295607,80.08246708623936,23,252.68642207895215
13.04754401671236,80.0815861349572,27,253.54199938749267
13.04728922708819,80.08070080805122,27,257.28208043171526
13.047091308437503,80.07980062110903,26,263.10722962663675
13.046983575961592,80.07888582307822,25,267.9979926976665
13.046952157434612,80.07796324782042,24,268.23464515445255
13.046924450958143,80.07704053367347,25,268.22370935428796
13.046896572914697,80.07611782509821,25,267.2583650611787
13.046853569055896,80.075196038192,25,254.1440573114954
13.046609050215308,80.07431233008693,25,244.36194942281273
13.046220051036697,80.07348033553077,28,256.32095840125083
13.046008235887285,80.07258700000139,28,263.9856558261871
13.045914014439822,80.07166901835816,26,256.69510587582243
13.045707467957222,80.07077246525593,27,253.76556017201838
13.045456049807001,80.06988614630325,25,253.5305553947801
13.045201087121518,80.06900087634929,27,253.18218424558864
13.04494089153112,80.06811723558206,27,252.7505611996628
13.044674212489545,80.06723561298573,26,252.7505786953211
13.044407533579117,80.06635399082295,25,252.75059619058487
13.044140854799833,80.06547236909373,27,251.63289434396603
13.043857483407308,80.0645962869953,26,250.47850674714928
13.043557034046861,80.06372641491915,27,246.74972920564437
13.043202052771884,80.06287830655172,30,243.38875096010037
13.042799366182274,80.06205327237413,30,241.14525428230453
13.042365420928448,80.06124486037515,32,240.52070793575615
13.04192285555704,80.06044124167249,30,243.08147893648294
13.041515915119751,80.05961854301061,33,246.71890117396788
13.041160463629048,80.05877057647238,33,248.59405182914332
13.040832238540117,80.05791113892786,32,247.80057338941765
13.040492449877124,80.05705645013698,33,247.69549003876497
13.040151129879398,80.05620239165378,30,245.39081316124384
13.039776691571367,80.05536325857291,32,246.64025239456421
13.039420123176303,80.05451583937848,29,247.7936614554596
13.03908023236555,80.05366119326527,29,247.8493674570612
13.038741148233921,80.05280620198859,28,248.77987395453283
13.038415671872505,80.05194576812929,25,249.56474112995448
13.03810167347902,80.05108074333425,24,250.59359844589028
13.037802892416632,80.05021017306252,26,251.54945954972612
13.037518271049809,80.04933451503726,25,253.85891901173005
13.037268314797789,80.04844799993181,28,255.62534531393052
13.037045046471778,80.04755378459029,25,255.25503869444918
13.036816157678848,80.0466610903242,25,254.22986200490055
13.036571749028168,80.04577275676499,25,253.13463687594486
13.036310844427085,80.04488938660937,26,252.72196857086033
13.036043736576483,80.04400793070238,25,250.31121581228697
13.035740952528263,80.04313938705134,29,246.83164706857337
13.035387127373246,80.04229072415667,29,244.0411049283358
13.034993721762659,80.04146128233769,29,241.9766155868823
13.034571323911049,80.04064666211279,35,238.25875814131513
13.034098204709435,80.03986162498879,36,238.25880713894605
13.033625085834867,80.03907658840744,35,238.37158891391545
13.033153483828826,80.03829061640828,38,239.6992632205149
13.03269974017321,80.03749362286908,36,240.1003019487983
13.032251644703631,80.03669375153666,34,238.3106410713774
13.031779231733877,80.03590830475575,35,238.9034479150696
13.031314747913926,80.03511786204842,37,238.90349545606756
13.030850264413484,80.03432741988482,39,238.9252795925193
13.030386073983951,80.03353679841494,40,239.2613788360734
13.029926409533964,80.03274339648306,42,238.6025577519181
13.029457925880726,80.03195553796775,41,237.79309395097596
13.028978606496699,80.03117448980633,37,237.7931439671044
13.02849928744482,80.03039344218614,37,237.78878913065455
13.028019910319616,80.02961243308532,36,237.6177567583036
13.02753826476988,80.02883289904649,37,237.6178071580171
13.027056619554191,80.0280533655483,34,237.61785755521123
13.026574974672535,80.02727383259075,30,237.59761186900556
13.026093061794842,80.02649447642752,30,237.5619927330019
13.025610677460145,80.02571543021845,30,237.56204324834226
13.025128293460051,80.02493638454978,34,237.56209376072835
13.02464590979455,80.02415733942146,33,237.56214427194783
13.024163526463637,80.0233782948335,31,238.24168213377493
13.02369018229887,80.02259344036644,31,238.58768014423106
13.023221548030062,80.02180580838989,30,246.18542545197067
13.022858894088595,80.02096243983331,31,254.17616136505643
13.02261382912426,80.02007495213228,29,262.03262150250083
13.022489265176883,80.01916147551522,25,264.84287903630127
13.0224084260117,80.01824215128634,26,262.4670734181511
13.022290623388649,80.01732780524893,24,249.88583449832095
13.021982633524605,80.01646463401575,27,237.6047239203384
13.02150114970947,80.01568577250056,25,235.32746696037592
13.020989537743107,80.01492663603968,27,236.34040384679722
13.020491127737182,80.01415840911318,25,235.35153360501246
13.019979826792575,80.01339905569982,25,235.51461744642938
13.01947064856942,80.01263823535851,26,236.70769913002414
13.018977000523378,80.01186667714045,27,238.30575324924956
13.018504683544178,80.01108158188269,30,240.0492118653881
13.018055729871621,80.01028187554648,32,242.23441109886846
13.017636847900773,80.0094652531586,34,244.0661528226537
13.017243581888886,80.00863524331476,33,246.21003801028638
13.016880850210562,80.00779073244915,35,246.71657938061256
13.016525365306187,80.00694286519887,34,246.48023570365427
13.016166476070712,80.00609651187648,34,246.46944648038516
13.015807431315327,80.00525022857681,33,242.67440958496002
13.015394855610449,80.00443070152032,33,237.05713845008884
13.01490617553016,80.0036566728944,33,234.66646212573613
13.014386065082006,80.00290366497731,32,234.29290452097115
13.013861183279408,80.00215415633876,33,234.29296201013148
13.01333630184319,80.00140464822339,32,234.29301949677966
13.012811420773335,80.00065514063117,32,233.322521124453
13.012274337179441,79.99991499207624,32,228.24345454377706
13.011676032403878,79.99922714226354,32,220.44752478430073
13.010992133716307,79.99862875822153,33,215.89346192386884
13.010263710029198,79.99808770552492,34,215.43084830020962
13.009530928333186,79.9975526167325,35,215.34752082239223
13.00879739238843,79.99701862620114,35,214.4259192197957
13.008055711491583,79.99649690591266,37,212.31064103205068
13.00729563876112,79.9960035518049,38,212.3107203461835
13.006535566363377,79.9955101979131,38,212.31079965510037
13.005775494298339,79.99501684423727,39,213.0875173018283
13.005022017302089,79.99451296872843,39,213.18472813949714
13.00426936541183,79.99400777743367,39,214.03548426373357
13.003524121524155,79.99349118524911,39,214.18794303797972
13.002780204491375,79.99297255068703,42,214.18802288200868
13.002036287810698,79.99245391637042,42,214.18810272167082
13.001292371482114,79.99193528229928,43,214.1881825567385
13.000548455505605,79.99141664847359,44,213.27714515085447
12.999796742818559,79.99091031816732,43,208.58010973779105
12.999007678995017,79.99046915687495,44,203.80472774260153
12.998185186707282,79.99009677205105,45,201.85453617501634
12.997350497784987,79.9897531962003,45,201.85460273849864
12.996515809057158,79.98940962042958,48,201.85466929508829
12.99568112052378,79.98906604473892,46,207.89565598408097
12.994887128605628,79.9886346776655,44,215.24335058770674
12.99415361260021,79.98810278772498,40,223.4281352676308
12.993501198423473,79.98746899601537,38,231.3755941539445
12.99294014066294,79.9867483355137,39,233.9186593225202
12.99241050767774,79.98600243666581,36,233.76643819069653
12.991878951033891,79.98525799369047,37,233.01040470186615
12.991337855234285,79.98452079605745,36,232.6198529624457
12.99079187913878,79.9837874070581,37,232.57399793409812
12.99024532926125,79.98305446561181,39,232.57405878155942
12.989698779762957,79.9823215246741,39,232.5741196267706
12.989152230643892,79.98158858424495,39,232.57418046901037
12.98860568190404,79.98085564432432,39,232.57424130812055
12.988059133543388,79.98012270491222,44,233.93216694889566
12.987529672508193,79.97937669343315,44,233.8694321134564
12.98699940771771,79.97863126748989,43,233.86949034963413
12.986469143296382,79.97788584206558,48,233.86954858426003
12.985938879244207,79.97714041716019,49,234.88004267082493
12.985421558338482,79.97638558717998,50,236.79581675465133
12.984929123060489,79.97561344453511,47,241.01109778184414
12.984493274438126,79.97480615407062,46,242.7828020746104
12.98408197678757,79.97398546548719,43,244.917580485383
12.983700829381446,79.973149790555,42,246.4186749653278
12.983341054146765,79.97230394485312,41,246.6008477421749
12.982983901725335,79.97145693162258,41,245.16070891828414
12.982606132091723,79.97061942837013,40,245.246596653628
12.98222957574109,79.96978132285285,42,245.26654348351298
12.981853320702097,79.96894312193024,42,243.52401049117609
12.981452381463306,79.96811700705653,37,245.84589688960983
12.981084540681888,79.96727525906536,39,247.04262040963474
12.980733762418318,79.96642545214046,39,247.66272149015174
12.980392051408877,79.96557201166272,38,250.30682103425482
12.980088993782694,79.96470308838715,37,247.08025892916638
12.979739256899032,79.96385425559116,36,236.44380024386706
12.9792432985353,79.96308693662175,39,231.48220200631107
12.978683268091634,79.96236488612284,40,230.77912718484265
12.978114674644813,79.961649979555,42,234.11874359070848
12.977587574853374,79.9609022202149,42,235.0178504219969
12.977072132492143,79.96014629924184,40,236.547669269581
12.976576403583866,79.95937631683607,39,235.69422258886618
12.976069588602238,79.9586140511201,39,231.43418485375472
12.975510581564606,79.9578945676016,37,218.45699018842421
12.974807551061646,79.9573215846244,36,213.63874851121278
12.974058984546287,79.95681046043269,36,211.42864901120495
12.97329161158357,79.95632924429093,38,208.71019338344982
12.972504115202314,79.9558866241127,38,204.63735362798033
12.971686673004104,79.95550190761736,36,203.34908059902713
12.970860999129172,79.95513614492201,37,202.01082408518994
12.97002726831684,79.95479028906102,36,201.55235753679102
12.96919084128409,79.95445128072123,35,200.95183988500597
12.968350981793668,79.9541212817593,38,200.9519044685272
12.967511122484492,79.9537912828686,37,200.95196904849652
12.966671263356556,79.9534612840491,36,206.83979504897974
12.965870421136827,79.95304544912592,39,220.78507071674622
12.965191219726067,79.95244415858637,38,234.16963271973864
12.964668006673797,79.95170056176373,37,249.59471144449088
12.964355001644522,79.95083714962297,40,258.2272320675148
12.964171599759828,79.94993415575125,40,254.5789032359956
12.96393291489974,79.9490462340585,39,248.49409268355393
12.963603225003808,79.94818764089631,41,248.49411856601301
12.963273535296883,79.94732904822635,40,249.57838285538946
12.962959778906255,79.94646432255267,41,244.1861732081895
12.96256874620091,79.94563479415562,44,227.02575671089284
12.961958427869263,79.94496259035635,44,207.80995995483977
12.961167664457449,79.94453458808812,44,193.2425745136431
12.960292972781476,79.94432336442988,42,191.53461950497888
12.95941181379142,79.94413883600501,42,191.22418422115254
12.958529713772705,79.94395921405165,40,191.46631051410873
12.95764865838716,79.94377583110423,45,205.67458725148856
12.956844526482183,79.94337916853752,48,222.88326468917703
12.956188942459963,79.94275441458565,53,241.92813054408808
12.955767449528626,79.94194345288088,56,258.0487941995831
12.95558164690114,79.94104272351593,53,260.80888008015984
12.955437998375364,79.94013175988353,51,260.80888528976504
12.955294349889959,79.93922079650713,50,261.5842225098026
12.955162767651018,79.93830819937874,52,264.96629040460255
12.955083880455067,79.93738921028397,51,267.27583919277396
12.955041136182647,79.93646744262108,48,266.1520883816121
12.954980813812275,79.93554718774965,50,252.31785990699245
12.954708545568055,79.93467083894481,52,239.49901445467606
12.95425396836001,79.93387899954688,55,233.63210637242304
12.953720917493907,79.93313623726503,50,233.73035202640153
12.953189062601956,79.93239247541887,49,230.7788161213169
12.952620406440026,79.93167757116058,49,233.81689587743642
12.952089639663193,79.93093297883063,48,235.80369060197262
12.951584193181864,79.93016971798775,48,235.80374463515784
12.9510787470513,79.92940645767456,48,235.0313419291162
12.95056333606113,79.92865028421616,52,232.51629840182824
12.950016158161493,79.92791814806652,50,232.64139049688566
12.949470447239447,79.92718466564442,47,232.8225298788848
12.948926999490267,79.92644941895222,47,230.02815117526455
12.948349269570336,79.9257422391221,48,223.97659822358077
12.947702239576463,79.92510163338358,48,223.19357200328045
12.947046629584673,79.92447005753013,48,222.58198513286644
12.946384451231458,79.92384566620161,47,223.75797126439952
12.945735198624044,79.92320775568108,48,227.42369940420505
12.945126800112709,79.92252831065582,48,230.1751799327468
12.944550847727369,79.9218196314346,48,231.96562360864476
12.943996744625993,79.92109282087306,47,231.96568540935908
12.943442641906655,79.92036601081263,46,231.94215766746456
12.942888248838143,79.91963943651808,49,231.87594911998207
12.942333039119072,79.91891352328405,50,231.87601108369742
12.941777829782557,79.91818761055019,50,231.87607304402843
12.941222620828587,79.9174616983165,50,231.87613500235852
12.940667412257149,79.91673578658296,51,231.876196957384
12.940112204068232,79.91600987534954,53,231.87625891048825
12.939556996261826,79.91528396461624,56,227.9899939814623
12.9389555384619,79.91459881714462,55,226.80275263289286
12.938339941229549,79.91392613207,56,226.77513690810656
12.937724028622114,79.91325375376694,55,226.8051769297054
12.937108459804206,79.91258104602527,57,226.80524748765
12.936492891390008,79.91190833872477,58,226.80531804230833
12.93587732337951,79.91123563186545,55,225.57836390496203
12.935247858559517,79.91057660612292,56,226.45924229868925
12.934628398735265,79.90990779141067,55,227.78271835577758
12.934024408619011,79.90922475810075,54,236.4997772226701
12.933529702706554,79.90845789189953,53,249.85744709501512
12.93322116631484,79.90759482204798,57,263.17805543994274
12.933114516229345,79.90668014155438,56,277.8164957115562
12.933236823115742,79.90576598494063,56,278.230953071474
12.933365569161534,79.90485277739619,57,275.6212356098911
12.933453650958214,79.90393455413832,58,265.5954807030127
12.933384866134233,79.90301831300027,58,254.0091320507104
12.933137634477252,79.90213314499614,58,252.00171144635777
12.932859781131558,79.90125565872088,58,250.41810477705675
12.932558368752328,79.90038629930136,58,250.41812663014036
12.932256956534701,79.89951694034794,60,250.32310050371228
12.931954139565416,79.89864809685818,59,243.17981661379693
12.93158704149374,79.89790310956941,61,245.90618485503484
12.931219908556157,79.89706077682115,61,245.25452472769905
12.930843503302217,79.89622287554162,59,244.15051446120907
12.93045139015148,79.89539248107886,60,241.83209893124797
12.930026950451756,79.8945792197711,58,239.48677570965003
12.929570777213574,79.8937850668218,61,233.46775839747642
12.929035512793611,79.89304375680751,61,232.90394364656277
12.928493084482831,79.89230777978312,63,232.90400354640815
12.927950656547026,79.89157180326751,62,232.90406344499704
12.927408228986186,79.89083582726064,63,232.90412333898564
12.926865801800297,79.89009985176253,63,238.31617212921225
12.92639772070479,79.889321769055,63,232.66713632837622
12.925852332722043,79.88858810682432,65,232.66719668212167
12.925306945115917,79.88785444510026,66,232.66725703299005
12.9247615578864,79.88712078388282,67,232.6673173803412
12.924216171033478,79.88638712317199,67,232.6673777256166
12.923670784557142,79.88565346296774,70,232.71557355149585
12.923126000288995,79.88491933462679,72,232.79771787088487
12.922582242443582,79.88418440731134,72,232.7977779519168
12.922038484973754,79.88344948050353,75,232.79783803048502
12.921494727879503,79.88271455420333,75,241.7857558926308
12.921070886247133,79.88190404396823,75,253.07475426573777
12.920810185018931,79.88102508206113,74,268.5201054417721
12.920787038176677,79.88010591436368,77,282.56085856772154
12.920981762719528,79.87920925190194,73,296.34847737074017
12.921380446317043,79.87838337672034,72,299.8247466132859
12.921827721644565,79.87758289816644,73,294.9629629010399
12.92220620297164,79.87674874244955,72,284.59348019610843
12.92243132353406,79.87586161455286,72,270.07866224873896
12.922432551993522,79.87494238193683,74,256.82938345007807
12.922228137069965,79.87404614861549,74,243.30830225467145
12.921826211923275,79.87322595282556,72,235.27289788363078
12.921314160694543,79.87246801289021,70,234.78807517571613
12.92079566306884,79.87171423631209,71,239.1772019368275
12.920335167571269,79.87092240053835,70,246.5370576124008
12.919977247750875,79.87007636757444,72,246.98555493035974
12.919625645117177,79.86922712841135,71,246.98558395077524
12.919274042693125,79.86837788975463,73,247.4138438810681
12.918928679012769,79.86752608329901,70,249.28260093922208
12.918610534708236,79.86666307116258,71,249.82980664582604
12.918300476121477,79.86579708754421,73,251.29275812122705
12.918012032814104,79.86492315904111,72,252.43189417851903
12.917740581256117,79.86404352248873,73,251.8575112109263
12.91746057331422,79.86316680093455,77,250.8395040565914
12.917165400729594,79.86229524404617,76,250.28578942301436
12.916862057655043,79.86142672792083,78,248.61346275492826
12.916534143383172,79.86056767702411,78,241.18126249371545
12.916101308863425,79.85976054400508,81,239.12632391294198
12.91563988146925,79.85896871954034,80,236.65773411106807
12.91514566216269,79.85819805628583,80,236.98887938294894
12.914656024939923,79.85742484397824,82,239.65904883996285
12.914201772429276,79.85662862012256,83,242.21262449601124
12.913782754240843,79.85581282566656,81,245.11110561246963
12.913404265907056,79.85497586354565,80,245.14266186544924
12.913026225953093,79.85413868677382,79,245.1426949214349
12.91264818623454,79.85330151052332,76,245.14272797633063
12.91227014675139,79.85246433479412,76,246.01379240515502
12.911904561454211,79.85162137309416,74,255.3355386535948
12.91167745969285,79.85073101354202,76,262.8259019628381
12.91156521821322,79.8498161707867,73,265.2596975450472
12.911490897090626,79.84889667722867,71,262.68764076475725
12.911376462522272,79.84798178298318,69,260.9038387686172
12.911234346626768,79.84707112913775,69,258.30302978064253
